User,Bio,Country
christopher_get,"""In wine, there's truth.” -Pliny the Elder",united-states
giedrius-m,,lithuania
lauren-harri,,united-kingdom
robert-sulu,,estonia
david.denkler,,united-states
peter-smith72,,ireland
yoav.rozenberg,,israel
abby.horning,,united-states
balazs.voros,,hungary
christopher.sundman,,sweden
paul-harrison2,,united-kingdom
paul-deac,,united-kingdom
robert-dem,,united-states
sailor-vinus,What is wine haha,canada
paul-krog,,united-states
mike-mcphail,Retired,canada
monikamo1,Wine lover ! Thirsty for more :))),lithuania
yoavk,"Rioja, Burgundy",canada
eduardo-capd,Life is too short to drink bad wine,portugal
brian.casti,"Traveler and drinker.
Living without wine isn't really living is it?",united-states
dan.h,"Wine lover, always looking for wines with best possible value for money.",denmark
christopher.samm,,malta
paul-prokop,,czech-republic
tomas.alo,amante del vino desde chiquito,honduras
erikp6,"Wine loving amateur, primarily old world wines - France and Bordeaux in particular",norway
sunil_ga,,russia
justina.kn,,united-states
pieter_wijn,it's all in the name,netherlands
campbell_br,,united-kingdom
iwo.swierblewski,,poland
alexandre.de-and,,brazil
mathilde.desc,"French wanderer & wine lover. Yes, I am judging your Californian-only profile. ✌",france
jan.kadlec1,,czech-republic
dan.greenbe,,united-states
andrew.van-d,Financial Practitioner,south-africa
reza.townsend,,united-states
arun.t,,ireland
jan.vok,De gustibus non disputandum est. ,czech-republic
smaller.uxa,,bosnia-and-herzegovina
wendy.lang,"Passionate about PN, Chardonnay and Aglanico. WSET lvl 3 🍇🍷",united-kingdom
kim.fio,,united-states
synnove.bjertnes,,norway
ronny-lee,,korea-south
jj.louw,,south-africa
gianni_de-n,"Dip WSET, UC Davis Winemaking Certificate (website forthcoming)",united-states
niels-koel,,ireland
marc.bailey,,united-kingdom
rafael.hijano,,spain
gostev,En vin til🍷,poland
andrew.hub,"Wine drinker for over 30 years. Windsor, Canada. Love Malbec, Rhône, Rioja and Shiraz",canada
rafa_rafa3,,spain
justin.kub,,united-states
justin_gra,,united-states
gareth_ed,,united-kingdom
jan.jacobs2,,south-africa
beth_sma,,united-states
margeir.margeirsson,,iceland
sarele,One part triathlete other part winey that also dables in craft home beer  brewing...,south-africa
juandred,,australia
jan.wijngaarden,,netherlands
slava-kh,,russia
jeff.pk,Your wine-geek next door neighboor! Lots of epic blind tastings thanks to an awesome wine club!,canada
mike_carter,"Living in the tropics, drinking in the vineyards.",honduras
izak.l,,south-africa
handrp,"In search of the best wines, at entry-level prices.",canada
matt_spr,Intro level Sommelier. I needed an excuse to drink more wine.,united-states
dan.vov,"THE FLYING WINE EXPLORER ""pop the cork and let's have some fun!"" Dvovil@gmail.com",hong-kong
andrew_loft,,united-kingdom
shabbabk,,united-kingdom
demetri-d,,united-states
m599cbc6028708e7a0c6d30b32b9d91d,,united-states
supachok.prakaiboontawee,,thailand
ivor.tan,"Singaporean learning and living a passion for all things wine! WSET1,2,3",singapore
thomas.karu,,denmark
karn.samanvorawong,,thailand
jlf.m,,canada
andrew_noble,,united-kingdom
andrew_cheste,,united-kingdom
alexis.kingsbury,,united-kingdom
tobi.la,,united-states
rafael.corti,"DBA, CAFAPR, WSET, 
FB, @WineEducation",puerto-rico
don-lov,,south-africa
m5642fb2bae21556c8fb21cff8b40e31,,south-africa
edward.mills,Just a traveller in the wonderful World of Wine,united-kingdom
ben-teague,Entrepreneur. Traveller. Audi fan. Wine Lover.,new-zealand
nils-christian.folkesson,,united-kingdom
kihong_park,,korea-south
martin.ivers,"Wine-enthusiast with great love to wines from Tuscany, Rhone, US pinot and Burgundy.",denmark
j-brink,,united-states
rosalie.do,,united-states
arturs-ka,,latvia
m5671572814ed62b2c5b29473e1cc6b6,,south-africa
dan.stans,,united-kingdom
richie.ri,,united-states
erin-py,WSET level 1. Just really enjoy drinking and learning wines,united-states
dan.sten,,chile
frank.macri,,canada
alpana.patel,,kenya
arthurmelkumyan,Wine noob forever.,estonia
clive.par,,united-kingdom
hugh-oddie,,canada
sam10,,united-kingdom
mario-carril,,colombia
james-gin,,canada
marcos_mir,,brazil
klevh,DOCG,albania
marcos_lombardi,"""When you draw the wine, let there be in your heart a song for each 
K. Gibran",portugal
elsa.du-bruyn,,south-africa
rodrigo-rodero,"Love wine, love life.",mexico
panni.gyarmati,,hungary
craig.boulton,,united-kingdom
craig.benn,Always looking for that great bottle,united-states
kmas," area wine hobbyist; Steering Committee, Washington Wine and Cheese Seminar",united-states
andrea-cho,,switzerland
amit_verma,"investment banker- paper pusher, globe trotter, wine connoisseur",india
klaus_se,,germany
neilmorris0,"Enjoy wine, love Beaujolais!",united-kingdom
marcin-zaw,,united-arab-emirates
elly.kwak,,korea-south
kanok.wongsawad,,thailand
aaron-dod,"Jesus' first miracle involved wine for a reason! And the people said, ""AMEN!""",united-states
cliff.hansen,,canada
michael.greenhough,,united-kingdom
david.stir,"Engineer by degree, global account manager by trade, and wine lover all the time",united-states
gerard-arms,,united-kingdom
pracheek,,united-states
philippe_str,Travels the world nonstop and sips a glass along the way,netherlands
m9bf7df797d59bb71a6e959152cacfcf,,denmark
benjamin.th,Échanson,china
vito-t,"Men are like wine - some turn to vinegar, but the best improve with age. - PJXXIII",canada
bruce.winn,,united-kingdom
harminder.singh,,singapore
aquila.pires,,south-africa
marcin.kos,,poland
borut.l,Sommeliere I class / WSET 3 wine certified ,slovenia
andreas-sky,,sweden
amr-elnashai,"Wine at the confluence of culture, geography, agriculture, politics and love of life",united-states
josemarco5,,australia
cock-d,Winelover | SWEN 3 (WSET 3) educated,netherlands
leopold.green,,united-kingdom
anuvi_g,,hong-kong
max.amb,Lives in BUD-BCN | Tasting wine around Europe  | surreal impressions and crazy notes,spain
takashi-ya,I'm enjoying to explore the world of various wine together with vivino friends.,japan
vinsidan,Oenological wanderer - finding a new favorite grape every day,iceland
simon-tomlin,,united-kingdom
hugo.van-vu,"""Wine is the most healthful & most hygienic of all beverages""  - Louis Pasteur ",south-africa
simon-thomps,Planet Of The Grapes,australia
anuradha.r,,india
emmanuel.rot,"French wine lover, check out my webpage  for tastings in Stockholm !",sweden
charles.berr,,united-states
fergus.mcbean,,united-kingdom
kamila.du,It's time for wine 🍾,poland
david_moore,"Wine Enthusiast. I have lived in South Africa, the South of France and now the USA. 
",united-states
amy-vogt,"I enjoy food, wine, and travel.  When those three combine, life is good.",united-states
richard.scheffler,,germany
m377fe4f542795800a02118bcd157bf4,,united-states
elvysbor,Searching the perfect match,brazil
mary-pru,,united-states
grapepairings,Find me on Instagram @grapepairings,united-states
jeremie.dar,"Travel, food & wine enthusiast! 🙂",canada
gordon.young2,"Not a featured user, but should be.",united-states
marijn.r,,netherlands
james-blac,"Restaurant Manager. Food & Beverage enthusiast. WSET3 certified wine lover. 

",canada
terry.martin3,,united-kingdom
ferenc.fa,,hungary
gerald.fung,,hong-kong
miho.arai,,japan
miroslav.ka,How to enjoy a life? Drink a bottle of good wine accompanied by people you like!,peru
youngsuk.jung,,korea-south
luiz-vicenter,,brazil
jonathan.belgrad,,united-states
fischer-.md,,canada
talia.p,,united-states
ellinors,,canada
kelsey_a,,united-states
simon.molyneux,,united-kingdom
vlad.bohdanov,WSET lvl 3 with Distinction in Vancouver 🇨🇦 ,canada
james.delintsch,I like wine,australia
timothy.e,"I love wine!
!Amo el vino!
Eu amo o vino!
Jeg elsker vin! ",united-states
ari.mel,"Tour guide in Israel, I lead wine tours and many others ! love Israeli wine.",israel
ken.mccaffery,,canada
mariem6,another glass s'il vous plait,united-states
elle.wiggins,,united-states
james.cowell1,,united-kingdom
patrick.hebb,,united-kingdom
roger-ra,"Work in public health. Enjoy food & wine, and the great outdoors. Married w/ 3 girls.",united-states
brandi_gra,Sunset in my mirror...pedal on the floor. ,canada
kjell-kek,,sweden
roger-man,,nicaragua
the.rgc,,united-kingdom
dirk.a,"not a specialist, only a wine lover",germany
claudioduran,Wine Enthusiast.,united-states
m3f3012434d9c498e25fdd873c0f5395,,spain
eri-kon,,hong-kong
gary-na,Which wine goes best with Peanut Butter straight from the jar? Asking for a ,united-states
crystol-l.wood,,canada
m24bb16b73b4e4da98a6f5e170394066,,netherlands
k4321.koko,,japan
the.winefan,"Enjoying wine for 30 years! Not a snob, a wine fan WSET2 Sharing my passion & joy in a unique way",united-kingdom
tortellinob,"wine passionate, foodie and blogger. (give a look to it please ;-p)",france
joao-vasco,,portugal
simon.pak,,hong-kong
zalan.cseresznyes,,hungary
tony-and-rosaannap,,united-states
m3f173bf0dfbd86e4983d992769c31e4,,united-states
laura-mc,“My only regret in life is that I didn’t drink enough ,united-kingdom
barolo-b,"1-2⭐️hands away; 2,5⭐️boring; 3⭐️ok; 3,5⭐️yummy; 4⭐️rebuy; 4,5⭐️gem; 5⭐️:🙏 ",germany
jacks3,,netherlands
victor.bausr,,united-states
jeffrey_woo1,,united-states
david.smt,,netherlands
jon-danielsens,well you know me,faroe-islands
ellie.ki,"Amateur wine taster, professional wine spitter",denmark
torinh,Always learning!,united-kingdom
richard-low,,united-states
robert_ventura,,guatemala
larry.de,"Just another guy who appreciates wine.  ""Wine is sunlight, held together by ",united-states
nella.serfontein,,south-africa
marcia.dev,,united-kingdom
james-so,,united-states
joaurdal,,norway
jeremy-dy,Publican at Governors Bay Hotel,new-zealand
benjamin_smith2,,united-kingdom
klas-e,,sweden
nina.pentikainen,There’s always time for a glass of wine 🍷,finland
james-yoo2,,viet-nam
victor.kac,,russia
vivino-user.ginter,"Life is beautiful, short and fast! Drink champagne if u win but especially if u lose!",luxembourg
shelley.decker,,canada
howook.choi,,korea-south
iain.colb,"Big bold new world wines are my bag.

Cab Sav, Sav Blanc - favourites
Shiraz, Pinot",united-kingdom
vivienchen0,,united-states
torpong.wongsuwan,,thailand
ellen.litecky,,united-states
declan.imeson-wood,,united-kingdom
jon-willia,,united-kingdom
leonard.cum,On a virtual 🍷road trip,united-kingdom
jacky-chew, à votre santé,malaysia
simon.kovalev,Smart quote goes here,russia
cailean.farrington,,canada
mick.schaer,,canada
anthony.o-rourke,,ireland
aaron-callahan,,united-states
emerson.dre,,australia
jakub.korczak,,poland
papi-g,"spanish guitarist, fitness enthusiast, lover of wine & the arts",united-states
martin_dau,,norway
adnanq,Radiologist specializing in breast cancer. Wine enthusiast. Food and drink traveler.,united-states
martin_frl,,slovak-republic
glenn.laenen,Wine is life,netherlands
tienie.viljoen,,south-africa
koster.loggenberg,,south-africa
joe-weiler,Product Supporter at Vivino. All views my own.,denmark
julian.borgbarthet,,united-kingdom
kajus.kietz,• subjective terroir absorption with a dash of personal opinion •,france
charlie.chappers,Vintage wines and rusty Land Rovers.,united-kingdom
lindsay.strachan,Wine and fortified enthusiast embarking on a fine wine & food appreciation adventure,australia
charlie.wei,Love wine; still learning via every glass.  Diligently seeking a great $15 Bordeaux.,united-states
rachel-carls,,united-states
anton.kolesnik,Ophthalmologist and microsurgeon from Moscow! Wine is just my hobby!,russia
kostadinovic.ivan,,montenegro
emma-bour,I LOVE wine & discovering new & different blends. I’m no expert but I’m passionate!,australia
robin_fan,,canada
brown.cony,🥂❤️ Good Friends for Life ❤️🥂,thailand
michael-lea,,canada
jacques.ru,"Good wine is like women, they arouse all your senses and then you fall in love!",united-states
anamaria.aa,,finland
m2d7a56668e58e78d2ef4d00b759c3cb,A meal without wine is like breakfast without coffee.,malaysia
mwalker,,united-states
blazhevskid,,macedonia
david_jor,"South African living in Portugal. Dietitian. 

IG: david_the_wine_guy",portugal
jacques.ro,,netherlands
conor_sm,"Here to learn, explore, taste and enjoy. Cheers.",united-states
m898c23e4a1f7d22375cb6f519fd1a09,love good food and wine.,south-africa
stephen.lm,,malta
anderslarsson13,,portugal
gary.potts,"Newbie, enjoying the tasting 🍷",united-kingdom
richard.hemmi,,united-kingdom
charlie_ken,,united-states
patricia.cascalheira,,sweden
katy.rob,,united-states
anastasiya-anastasiya4,,israel
anastasiya.ko,,russia
adilisf,Confraria in vino veritas 2016,brazil
andartem,Wine label designer,georgia
georgi.botusharov,,bulgaria
koonfrung.jd,,thailand
pat.zio,,poland
tiborr,daily consumer,slovak-republic
brooke.ran,,united-states
viktor_bor,,ukraine
bram-vanacker,,belgium
collin-gr,,united-states
hyekyung.jeong,,korea-south
korentiosy,WSET L3,greece
anders-w.bengtsson,,sweden
silvainp,,switzerland
silvanaa2,"
🎶🎵ヾ(⌐■_■)🥂(◠‿◠✿)ノ🎵🎶",united-states
conallb,,ireland
and.f,"Teacher/Enthusiast of Computing, drinker of wine, pretender of knowing about wine",jersey
m9a7536858d7d6cc9754c99a16f16cc1,Freelance wine geek.  Staff photographer for @CachaugaMtWine,united-states
marco.fabe,,germany
jade.ilagan,,philippines
patrice_ko,,united-states
joe.atk,,australia
ben_sma,,united-kingdom
david_gru,Certified Sommelier with the Court of Master Sommeliers Whole Foods Market Wine Buyer,united-states
liudvikas.s,,lithuania
m9a2c942e313396817a7afe048ec8b89,,united-states
viktoriia_kotliarova,,ukraine
mridul.k,,india
marin.s2,"Wine club coordinator, lover of bubbles",united-states
sab88khan,,canada
fernando_benitez1,,mexico
tonyjeon,Photographer / Director,korea-south
hae-seung.hyun,"Hello everyone!! I'm a nerd loves wine, cooking, painting and music.",korea-south
kali.o-connor,,united-states
georgie.stedman,Wine fan trying to learn 🍷 You had you me at merlot - the ultimate wine podcast  ,united-kingdom
george_williams11,,united-kingdom
emma.garside,,united-kingdom
dmitry.lebedev2,,finland
paris-d,do not serve me water during meals,cyprus
joe.lenc, Reviews by Budburst founder Joe Lenck aka @lenckdrank,australia
nino_cu,"I'm from Cape Town, South Africa now living in Harrogate Uk. SA wine ",united-kingdom
nando_sp,Not an expert at all. I just simply enjoy wine and try to learn!! ,united-kingdom
mihajlom,,ukraine
roberto.mest,,brazil
neil.webster1,,united-kingdom
jakob-vol,Food and wine explorer. Fond of many styles - but with a weak spot for Pinot Noir.,denmark
antony.sk,some say I am distantly related to Bung from the Kindgom of Id....,australia
no.taco,resveratrol addict,germany
jakob-ha,I have my own wineshop. Check it out at: www.nielsenogvin.dk,denmark
rocky.ts,"I'm a Vivino employee! Exploring the world of wine, one glass at a time. ",united-states
park.seokjun,,korea-south
patricio-gut,Wine enthusiast,costa-rica
stephen-mcga,An amateur wine enthusiast enjoying the ride. WSET lv2 ,united-kingdom
filipov.alexandru,,romania
simon-mcd,,united-kingdom
filippom1,"as an expat, wine takes me back and forth in time and space. Prosit. 乾杯",united-states
dmitry.poli,,germany
benjamin.austin1,,united-states
georgeb17,"Wine. Wine. Wine. nnLess speal more wine. Getting aromas of vivino, wine and you.",united-kingdom
benjamin-ward,Aiming to offer reviews that entertain as much as they inform.,australia
david_martin34,,united-kingdom
benjamin-te,,united-states
charles.chang4,Wine lover ,malaysia
coen.bes,,south-africa
charles.conv,,united-states
john.lane4,,united-kingdom
benjamin-roge,,united-kingdom
barry.hulme,,united-kingdom
mmmmn,"Portugal, N Spain, flinty whites,  Sussex sparklers & what my wife buys.",united-kingdom
m2abfb538c8830e9755fc355d2f5e583,"to all the wines I’ve loved before✨🍷

just trying to remember what I like 🥴",canada
